season,round,race_name,driver_id,driver_last_10_finish_mean,driver_gap_mean_last_10,driver_gap_trend_last_10,driver_consistency_index
2023,9,Austrian Grand Prix,de_vries,14.88888888888889,0.7191790498108046,,3.370624736026103
2023,10,British Grand Prix,de_vries,15.1,0.708831668584454,,3.2472210341220036
2024,24,Abu Dhabi Grand Prix,doohan,15.777777777777779,0.7974895619401847,,2.587362449376653
2022,1,Bahrain Grand Prix,gasly,16.0,0.8667527032159298,,2.6726124191242233
2022,2,Saudi Arabian Grand Prix,gasly,16.75,0.7516112438591157,,2.8660575211055317
2022,3,Australian Grand Prix,gasly,15.875,0.8343327032159298,,4.223657859520063
2022,4,Emilia Romagna Grand Prix,gasly,14.5,0.852327046106265,,4.47213595499957
2022,5,Miami Grand Prix,gasly,13.75,0.7500394485274846,,4.301162633521306
2022,6,Spanish Grand Prix,gasly,14.5,0.7617200655057087,,4.47213595499957
2022,7,Monaco Grand Prix,gasly,14.375,0.9481039280359821,,4.501983689759111
2022,8,Azerbaijan Grand Prix,gasly,13.5,0.9187168696120691,,4.375255094603865
2022,9,Canadian Grand Prix,gasly,12.0,1.036460006866971,,5.014265364224067
2022,10,British Grand Prix,gasly,12.222222222222221,0.9554251483507196,,4.7375568011839615
2022,11,Austrian Grand Prix,gasly,12.6,0.9554251483507196,,4.6236109025065835
2022,12,French Grand Prix,gasly,12.1,0.9554251483507196,,3.956710193526376
2022,13,Hungarian Grand Prix,gasly,12.5,0.9128597898601536,,3.6893239368631052
2022,14,Belgian Grand Prix,gasly,12.8,0.901001461463123,,3.489667287547302
2022,15,Dutch Grand Prix,gasly,12.5,1.0587102600795892,,3.6893239368631052
2022,16,Italian Grand Prix,gasly,11.8,0.9353557722885467,,3.155242550986459
2022,17,Singapore Grand Prix,gasly,11.3,0.8123804193740103,,3.3349995835415345
2022,18,Japanese Grand Prix,gasly,11.2,0.8559571067226787,,3.359894178227772
2022,19,United States Grand Prix,gasly,12.5,1.1111538854341632,,3.2058973436118863
2022,20,Mexico City Grand Prix,gasly,12.5,1.2167355180872244,,3.2058973436118863
2022,21,São Paulo Grand Prix,gasly,12.0,1.2167355180872244,,2.9814239699997156
2022,22,Abu Dhabi Grand Prix,gasly,11.9,1.1180555501573073,,2.8848262031225036
2023,1,Bahrain Grand Prix,gasly,12.1,1.1299044562444698,,2.9608557321603235
2023,2,Saudi Arabian Grand Prix,gasly,11.8,1.147914206231455,,3.1198290551460213
2023,3,Australian Grand Prix,gasly,11.8,1.0602010244132731,,3.1198290551460213
2023,4,Azerbaijan Grand Prix,gasly,12.0,1.1661464088532647,,3.126943839882283
2023,5,Miami Grand Prix,gasly,12.6,1.405345446959073,,2.8362729848243484
2023,6,Monaco Grand Prix,gasly,12.4,1.3691939240840887,,3.0983866769659296
2023,7,Spanish Grand Prix,gasly,11.3,1.06257945521962,,2.8303906287138347
2023,8,Canadian Grand Prix,gasly,10.9,1.0167167464997682,,2.685351208149709
2023,9,Austrian Grand Prix,gasly,11.0,0.989053938901583,,2.708012801545318
2023,10,British Grand Prix,gasly,10.6,1.045698305098766,,2.5033311140691437
2023,11,Hungarian Grand Prix,gasly,11.0,1.045698305098766,,3.29983164553722
2023,12,Belgian Grand Prix,gasly,12.1,1.0130862835213967,,4.254409477236527
2023,13,Dutch Grand Prix,gasly,12.3,1.0693006991058125,,4.137900702315389
2023,14,Italian Grand Prix,gasly,11.3,0.9413915839398082,,5.0563491440630015
2023,15,Singapore Grand Prix,gasly,11.4,0.9198768780574552,,5.125101625008683
2023,16,Japanese Grand Prix,gasly,11.2,0.8854654816228202,,5.308274463305167
2023,17,Qatar Grand Prix,gasly,11.5,0.9808692975396078,,5.12618549974323
2023,18,United States Grand Prix,gasly,11.7,1.0274545248123352,,5.100108931298535
2023,19,Mexico City Grand Prix,gasly,11.1,1.0301951498123352,,5.4047304383392785
2023,20,São Paulo Grand Prix,gasly,11.2,1.0122743751644476,,5.391351098441525
2023,21,Las Vegas Grand Prix,gasly,10.1,0.9818917763590083,,4.95423500093046
2023,22,Abu Dhabi Grand Prix,gasly,9.2,0.9481025987231074,-0.032984619697832306,3.5839146815241647
2024,1,Bahrain Grand Prix,gasly,9.4,0.9098805767795339,-0.0013192607133813603,3.747591819348053
2024,2,Saudi Arabian Grand Prix,gasly,10.9,0.9510956561446131,-0.08354773851446003,3.900142447540999
2024,3,Australian Grand Prix,gasly,11.4,0.8815725155419449,,4.718756898449701
2024,4,Japanese Grand Prix,gasly,12.1,0.8893553552577218,,4.332051092342591
2024,5,Chinese Grand Prix,gasly,12.7,0.8357414220211471,,4.423422506008964
2024,6,Miami Grand Prix,gasly,12.8,0.7877612632909884,,4.417138339593981
2024,7,Emilia Romagna Grand Prix,gasly,13.4,0.7697450073734167,,3.7475918193480453
2024,8,Monaco Grand Prix,gasly,13.9,0.7756424277378975,,3.725288952252928
2024,9,Canadian Grand Prix,gasly,14.2,0.7749166183360318,,3.190262963734763
2024,10,Spanish Grand Prix,gasly,14.0,0.7448563008757142,,3.4641016151377455
2024,11,Austrian Grand Prix,gasly,13.6,0.7345263925975302,,3.806427312965379
2024,12,British Grand Prix,gasly,12.8,0.7772952837220551,,3.6147844564602507
2024,13,Hungarian Grand Prix,gasly,12.8,0.7772952837220551,,3.6147844564602507
2024,14,Belgian Grand Prix,gasly,13.5,0.7898365801522242,,4.275251779460214
2024,15,Dutch Grand Prix,gasly,13.2,0.8408400766557207,,4.184627953726719
2024,16,Italian Grand Prix,gasly,12.8,0.7264973326919381,,4.391911757866824
2024,17,Azerbaijan Grand Prix,gasly,13.1,0.6822905175772283,,4.433458644845524
2024,18,Singapore Grand Prix,gasly,12.7,0.8440081013849448,,4.321779468896781
2024,19,United States Grand Prix,gasly,13.4,0.8717043702799842,,4.402019738458441
2024,20,Mexico City Grand Prix,gasly,13.7,1.0233079417085555,,4.164666186436121
2024,21,São Paulo Grand Prix,gasly,13.8,0.9383729308860447,,4.04969134626331
2024,22,Las Vegas Grand Prix,gasly,13.1,0.8385200272322377,,5.216427044549849
2024,23,Qatar Grand Prix,gasly,13.1,0.8385200272322377,,5.216427044549849
2024,24,Abu Dhabi Grand Prix,gasly,11.6,0.7663082503272913,,5.168279318217148
2022,1,Bahrain Grand Prix,hamilton,11.444444444444445,0.6825740543454755,,5.456901847914966
2022,2,Saudi Arabian Grand Prix,hamilton,10.777777777777779,0.682085266354371,,6.119186583561941
2022,3,Australian Grand Prix,hamilton,10.222222222222221,0.8278904586620633,,5.911382616989402
2022,4,Emilia Romagna Grand Prix,hamilton,9.333333333333334,0.5846850411502309,,6.204836822995434
2022,5,Miami Grand Prix,hamilton,8.88888888888889,0.5319444966775473,,5.710613899670611
2022,6,Spanish Grand Prix,hamilton,8.222222222222221,0.3493974146868563,,5.651941652604399
2022,7,Monaco Grand Prix,hamilton,7.666666666666667,0.40676037077838384,,5.700877125495699
2022,8,Azerbaijan Grand Prix,hamilton,8.222222222222221,0.5103326404471209,,5.426273532033244
2022,9,Canadian Grand Prix,hamilton,6.444444444444445,0.5711881192147602,,3.2829526005987235
2022,10,British Grand Prix,hamilton,6.222222222222222,0.5583488648287953,,3.4560735588879754
2022,11,Austrian Grand Prix,hamilton,5.9,0.501536597796536,,3.4140233677518523
2022,12,French Grand Prix,hamilton,5.9,0.5556940807056869,,3.4140233677518523
2022,13,Hungarian Grand Prix,hamilton,5.1,0.39258519181679796,,3.2812599206199486
2022,14,Belgian Grand Prix,hamilton,4.9,0.37722312285128073,,3.4140233677518563
2022,15,Dutch Grand Prix,hamilton,5.6,0.37722312285128073,,5.399588461684437
2022,16,Italian Grand Prix,hamilton,5.4,0.35675423071352896,,5.420127099780773
